user_id,recency,history_segment,history,mens,womens,zip_code,newbie,channel,promotion,outcome
5735,10,"7) $1,000 +",1130.38,1,0,Rural,1,Web,Womens E-Mail,0
5736,9,1) $0 - $100,41.15,0,1,Surburban,0,Phone,Womens E-Mail,0
5737,1,2) $100 - $200,157.66,0,1,Surburban,1,Web,Mens E-Mail,0
5738,4,1) $0 - $100,63.59,0,1,Surburban,0,Web,Womens E-Mail,0
5739,2,4) $350 - $500,377.85,1,0,Urban,1,Web,Mens E-Mail,0
5740,7,1) $0 - $100,41.36,0,1,Surburban,0,Phone,No E-Mail,0
5741,6,1) $0 - $100,43.5,1,0,Urban,1,Web,No E-Mail,0
5742,7,2) $100 - $200,196.46,1,0,Surburban,0,Phone,Womens E-Mail,0
5743,3,1) $0 - $100,42.14,1,0,Surburban,0,Web,Womens E-Mail,0
5744,6,1) $0 - $100,57.19,0,1,Urban,1,Web,No E-Mail,0
5745,7,2) $100 - $200,116.57,0,1,Rural,0,Web,Mens E-Mail,0
5746,10,3) $200 - $350,259.72,0,1,Surburban,1,Phone,No E-Mail,0
5747,2,3) $200 - $350,228.39,1,1,Surburban,0,Multichannel,Womens E-Mail,0
5748,10,1) $0 - $100,29.99,0,1,Surburban,0,Phone,No E-Mail,0
5749,10,1) $0 - $100,90.61,1,0,Surburban,0,Web,Mens E-Mail,0
5750,1,4) $350 - $500,401.47,1,0,Surburban,1,Web,No E-Mail,0
5751,11,1) $0 - $100,81.2,1,0,Urban,0,Web,No E-Mail,0
5752,5,4) $350 - $500,447.09,1,1,Urban,0,Multichannel,Womens E-Mail,0
5753,1,3) $200 - $350,235.88,0,1,Surburban,0,Phone,No E-Mail,0
5754,10,2) $100 - $200,168.9,1,0,Rural,0,Web,Mens E-Mail,0
5755,9,2) $100 - $200,146.06,1,0,Surburban,0,Web,Womens E-Mail,0
5756,3,3) $200 - $350,219.38,1,0,Urban,1,Phone,Womens E-Mail,0
5757,2,4) $350 - $500,495.17,0,1,Urban,0,Phone,Womens E-Mail,0
5758,12,1) $0 - $100,89.7,0,1,Surburban,1,Phone,No E-Mail,0
5759,2,2) $100 - $200,125.07,1,0,Urban,1,Web,No E-Mail,0
5760,10,2) $100 - $200,134.19,0,1,Surburban,0,Phone,No E-Mail,0
5761,10,3) $200 - $350,333.96,0,1,Surburban,0,Phone,Womens E-Mail,0
5762,9,1) $0 - $100,29.99,1,0,Urban,1,Phone,Mens E-Mail,0
5763,10,1) $0 - $100,60.36,1,0,Rural,0,Web,Mens E-Mail,0
5764,5,2) $100 - $200,154.18,1,0,Surburban,1,Phone,Mens E-Mail,0
5765,4,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens E-Mail,0
5766,12,3) $200 - $350,284.48,1,0,Surburban,0,Phone,Mens E-Mail,0
5767,6,1) $0 - $100,74.7,0,1,Urban,1,Web,Womens E-Mail,0
5768,1,4) $350 - $500,393.5,1,0,Surburban,0,Web,Mens E-Mail,0
5769,3,"6) $750 - $1,000",794.18,1,1,Urban,1,Phone,Womens E-Mail,0
5770,8,3) $200 - $350,215.67,0,1,Rural,1,Web,Womens E-Mail,0
5771,1,2) $100 - $200,135.77,0,1,Urban,0,Web,Mens E-Mail,0
5772,11,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,0
5773,1,5) $500 - $750,692.95,1,0,Rural,1,Multichannel,Womens E-Mail,0
5774,11,3) $200 - $350,227.48,0,1,Surburban,0,Phone,Mens E-Mail,0
5775,7,1) $0 - $100,62.5,1,0,Surburban,0,Web,Womens E-Mail,0
5776,5,3) $200 - $350,236.45,1,0,Urban,0,Phone,Womens E-Mail,0
5777,6,1) $0 - $100,39.62,1,0,Surburban,1,Phone,No E-Mail,0
5778,5,5) $500 - $750,563.12,1,0,Urban,1,Multichannel,Womens E-Mail,0
5779,9,1) $0 - $100,45.99,0,1,Surburban,1,Phone,Mens E-Mail,0
5780,10,4) $350 - $500,447.75,0,1,Surburban,0,Phone,No E-Mail,0
5781,2,4) $350 - $500,404.54,1,0,Surburban,0,Web,Womens E-Mail,0
5782,10,1) $0 - $100,29.99,1,0,Rural,1,Phone,No E-Mail,0
5783,3,4) $350 - $500,354,1,0,Surburban,0,Web,Womens E-Mail,0
5784,8,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,0
5785,4,2) $100 - $200,192.58,0,1,Rural,1,Phone,Womens E-Mail,0
5786,9,4) $350 - $500,406.21,1,1,Urban,0,Multichannel,Mens E-Mail,0
5787,4,5) $500 - $750,562.95,0,1,Urban,1,Phone,Mens E-Mail,0
5788,3,1) $0 - $100,83.49,0,1,Urban,1,Web,No E-Mail,0
5789,10,3) $200 - $350,332.09,1,0,Urban,0,Phone,Mens E-Mail,0
5790,4,5) $500 - $750,651.95,1,1,Urban,1,Multichannel,Mens E-Mail,0
5791,2,"6) $750 - $1,000",776.5,0,1,Rural,1,Web,No E-Mail,0
5792,5,5) $500 - $750,604.9,1,1,Rural,1,Phone,Womens E-Mail,0
5793,5,2) $100 - $200,119.72,0,1,Surburban,0,Web,No E-Mail,0
5794,11,2) $100 - $200,163.91,0,1,Urban,0,Phone,No E-Mail,0
5795,1,1) $0 - $100,75.08,0,1,Surburban,1,Web,Mens E-Mail,0
5796,1,3) $200 - $350,275.8,1,0,Rural,1,Multichannel,Womens E-Mail,0
5797,3,2) $100 - $200,144.57,1,0,Urban,1,Web,Womens E-Mail,0
5798,10,3) $200 - $350,325.05,0,1,Surburban,1,Web,Mens E-Mail,0
5799,11,1) $0 - $100,98.63,1,0,Urban,1,Phone,Womens E-Mail,0
5800,10,1) $0 - $100,29.99,1,0,Rural,0,Phone,Mens E-Mail,0
5801,10,3) $200 - $350,223.15,1,1,Urban,0,Phone,No E-Mail,0
5802,3,3) $200 - $350,267.44,0,1,Urban,1,Web,Womens E-Mail,0
5803,3,3) $200 - $350,233.92,1,1,Surburban,0,Web,No E-Mail,0
5804,3,1) $0 - $100,90.22,1,0,Surburban,0,Phone,Womens E-Mail,0
5805,1,1) $0 - $100,34.39,0,1,Rural,1,Phone,Womens E-Mail,0
5806,3,3) $200 - $350,209.18,1,1,Surburban,0,Phone,No E-Mail,0
5807,9,2) $100 - $200,113.83,1,0,Urban,1,Phone,Womens E-Mail,0
5808,3,2) $100 - $200,113.96,1,0,Urban,1,Web,No E-Mail,0
5809,1,3) $200 - $350,323.76,1,0,Surburban,0,Web,Mens E-Mail,0
5810,1,2) $100 - $200,144.87,1,0,Surburban,0,Phone,No E-Mail,0
5811,9,2) $100 - $200,114.03,0,1,Rural,1,Web,No E-Mail,0
5812,3,2) $100 - $200,151.61,1,0,Urban,0,Phone,Womens E-Mail,0
5813,2,1) $0 - $100,32.9,1,0,Surburban,0,Web,Womens E-Mail,0
5814,9,3) $200 - $350,251.94,0,1,Urban,0,Web,No E-Mail,0
5815,3,4) $350 - $500,432.96,1,0,Surburban,1,Web,Mens E-Mail,0
5816,12,2) $100 - $200,131.32,1,0,Surburban,0,Web,Mens E-Mail,0
5817,7,1) $0 - $100,40.24,0,1,Surburban,0,Web,No E-Mail,0
5818,1,2) $100 - $200,198.59,0,1,Rural,0,Phone,No E-Mail,0
5819,3,2) $100 - $200,110.97,1,0,Urban,0,Phone,Womens E-Mail,0
5820,9,2) $100 - $200,183.38,0,1,Surburban,0,Web,No E-Mail,0
5821,12,3) $200 - $350,291.32,0,1,Rural,0,Phone,No E-Mail,0
5822,10,5) $500 - $750,663.43,0,1,Urban,1,Multichannel,No E-Mail,0
5823,5,1) $0 - $100,29.99,1,0,Surburban,1,Web,No E-Mail,0
5824,3,5) $500 - $750,693.18,1,0,Urban,1,Web,No E-Mail,0
5825,9,2) $100 - $200,189.58,1,0,Urban,1,Phone,No E-Mail,0
5826,3,5) $500 - $750,569.87,0,1,Surburban,1,Phone,Mens E-Mail,0
5827,9,1) $0 - $100,29.99,0,1,Urban,1,Web,Womens E-Mail,0
5828,3,2) $100 - $200,164.38,1,0,Urban,0,Web,Mens E-Mail,70.4
5829,3,1) $0 - $100,56.3,1,0,Surburban,1,Phone,No E-Mail,0
5830,8,5) $500 - $750,601.87,1,1,Urban,1,Multichannel,Womens E-Mail,0
5831,10,2) $100 - $200,126.26,0,1,Urban,1,Web,Womens E-Mail,0
5832,8,1) $0 - $100,35.27,1,0,Urban,0,Phone,Womens E-Mail,0
5833,9,1) $0 - $100,38.75,1,0,Urban,1,Phone,Womens E-Mail,0
5834,3,"6) $750 - $1,000",918.83,1,1,Surburban,1,Phone,Mens E-Mail,0
5835,12,3) $200 - $350,260.26,0,1,Surburban,0,Multichannel,No E-Mail,0
5836,12,3) $200 - $350,323.71,1,1,Surburban,0,Web,Mens E-Mail,0
5837,8,1) $0 - $100,29.99,0,1,Rural,0,Phone,Womens E-Mail,0
5838,1,5) $500 - $750,506.86,1,0,Surburban,1,Phone,No E-Mail,0
5839,10,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,0
5840,9,5) $500 - $750,609,1,0,Urban,1,Web,Womens E-Mail,0
5841,8,2) $100 - $200,157.8,1,0,Surburban,1,Web,No E-Mail,0
5842,8,3) $200 - $350,247.42,0,1,Surburban,0,Phone,Mens E-Mail,0
5843,2,2) $100 - $200,108.51,1,0,Surburban,1,Phone,No E-Mail,0
5844,11,1) $0 - $100,29.99,0,1,Surburban,1,Web,Womens E-Mail,0
5845,6,2) $100 - $200,154.55,1,0,Surburban,0,Phone,No E-Mail,0
5846,4,4) $350 - $500,400.86,1,0,Surburban,0,Web,Womens E-Mail,0
5847,6,2) $100 - $200,127.78,0,1,Surburban,0,Phone,No E-Mail,0
5848,5,3) $200 - $350,331.5,1,0,Urban,0,Web,Womens E-Mail,0
5849,9,4) $350 - $500,391.69,0,1,Surburban,1,Phone,No E-Mail,0
5850,2,3) $200 - $350,280.85,1,1,Surburban,1,Web,Womens E-Mail,0
5851,6,2) $100 - $200,170.16,0,1,Urban,0,Phone,Mens E-Mail,0
5852,1,1) $0 - $100,29.99,1,0,Surburban,1,Web,Mens E-Mail,0
5853,12,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,0
5854,2,3) $200 - $350,267.66,1,1,Surburban,1,Web,Mens E-Mail,0
5855,10,2) $100 - $200,133.92,1,0,Rural,0,Web,No E-Mail,0
5856,10,2) $100 - $200,147.29,0,1,Urban,0,Web,No E-Mail,0
5857,3,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,0
5858,5,2) $100 - $200,120.94,1,0,Rural,1,Phone,No E-Mail,0
5859,6,1) $0 - $100,55.23,1,0,Rural,1,Phone,No E-Mail,0
5860,11,2) $100 - $200,104.39,1,0,Surburban,1,Web,Womens E-Mail,0
5861,6,2) $100 - $200,144.06,0,1,Urban,1,Web,Mens E-Mail,0
5862,7,2) $100 - $200,159.71,0,1,Rural,0,Web,No E-Mail,0
5863,7,"6) $750 - $1,000",796.35,0,1,Rural,1,Phone,Mens E-Mail,0
5864,5,4) $350 - $500,355.07,1,0,Surburban,0,Phone,Womens E-Mail,0
5865,1,2) $100 - $200,131.8,0,1,Surburban,0,Web,No E-Mail,0
5866,3,2) $100 - $200,163.78,0,1,Urban,0,Web,Mens E-Mail,0
5867,5,5) $500 - $750,723.12,1,0,Rural,1,Phone,Mens E-Mail,0
5868,12,1) $0 - $100,32.29,1,0,Rural,1,Web,No E-Mail,0
5869,10,1) $0 - $100,29.99,0,1,Rural,0,Phone,Womens E-Mail,0
5870,1,2) $100 - $200,140.33,0,1,Surburban,1,Phone,No E-Mail,0
5871,4,2) $100 - $200,146.33,0,1,Surburban,0,Phone,No E-Mail,0
5872,2,2) $100 - $200,186.89,1,0,Surburban,0,Phone,Womens E-Mail,0
5873,8,1) $0 - $100,54.43,1,0,Surburban,0,Phone,Womens E-Mail,0
5874,7,3) $200 - $350,347.25,1,0,Rural,1,Multichannel,Womens E-Mail,0
5875,8,5) $500 - $750,534.47,1,0,Surburban,1,Multichannel,No E-Mail,0
5876,1,"7) $1,000 +",1262.17,1,1,Rural,1,Phone,Womens E-Mail,29.99
5877,1,3) $200 - $350,214.01,1,1,Surburban,1,Web,Womens E-Mail,0
5878,9,3) $200 - $350,219.13,0,1,Rural,0,Multichannel,Womens E-Mail,0
5879,2,3) $200 - $350,303.24,1,0,Surburban,0,Multichannel,No E-Mail,0
5880,3,3) $200 - $350,273.21,0,1,Surburban,1,Web,Mens E-Mail,0
5881,4,1) $0 - $100,29.99,0,1,Surburban,1,Web,Womens E-Mail,0
5882,9,2) $100 - $200,101.22,1,0,Surburban,1,Web,Womens E-Mail,0
5883,3,2) $100 - $200,127.97,0,1,Surburban,1,Web,Womens E-Mail,0
5884,6,1) $0 - $100,86.31,1,0,Surburban,1,Web,Womens E-Mail,0
5885,3,3) $200 - $350,321.33,0,1,Urban,0,Phone,Mens E-Mail,0
5886,1,2) $100 - $200,199.6,0,1,Surburban,0,Phone,Womens E-Mail,0
5887,10,2) $100 - $200,116.99,1,0,Urban,1,Web,No E-Mail,0
5888,5,3) $200 - $350,269.51,0,1,Surburban,1,Phone,No E-Mail,0
5889,3,1) $0 - $100,98.05,1,0,Surburban,0,Phone,Womens E-Mail,0
5890,1,5) $500 - $750,651.51,1,1,Urban,1,Multichannel,Mens E-Mail,0
5891,4,3) $200 - $350,310.89,0,1,Urban,0,Multichannel,Womens E-Mail,0
5892,5,3) $200 - $350,332.58,1,0,Rural,0,Web,No E-Mail,0
5893,2,5) $500 - $750,699.81,1,1,Surburban,1,Multichannel,Womens E-Mail,0
5894,1,2) $100 - $200,106.45,0,1,Urban,0,Phone,Mens E-Mail,0
5895,1,5) $500 - $750,508.74,1,0,Urban,1,Multichannel,No E-Mail,0
5896,9,1) $0 - $100,75.66,1,0,Urban,1,Web,Womens E-Mail,0
5897,7,2) $100 - $200,128.97,1,0,Urban,0,Phone,Womens E-Mail,0
5898,1,4) $350 - $500,421.16,1,0,Surburban,1,Phone,Womens E-Mail,0
5899,10,2) $100 - $200,151.66,1,0,Surburban,1,Web,Mens E-Mail,0
5900,1,2) $100 - $200,109.61,0,1,Rural,1,Phone,Womens E-Mail,0
5901,10,1) $0 - $100,99.93,0,1,Surburban,1,Phone,Womens E-Mail,0
5902,9,5) $500 - $750,641.15,1,1,Urban,1,Web,Womens E-Mail,0
5903,11,1) $0 - $100,64.81,1,0,Surburban,1,Web,Mens E-Mail,0
5904,7,1) $0 - $100,42.65,1,0,Surburban,1,Phone,No E-Mail,0
5905,10,5) $500 - $750,692.41,1,1,Surburban,1,Web,Mens E-Mail,0
5906,8,5) $500 - $750,572.55,0,1,Urban,1,Web,No E-Mail,0
5907,8,1) $0 - $100,47.03,0,1,Urban,1,Web,Womens E-Mail,0
5908,6,1) $0 - $100,56.01,0,1,Rural,1,Web,Womens E-Mail,0
5909,11,1) $0 - $100,29.99,1,0,Surburban,0,Phone,No E-Mail,0
5910,8,4) $350 - $500,367.41,1,0,Urban,1,Web,Mens E-Mail,212.18
5911,8,3) $200 - $350,203.13,1,0,Surburban,0,Web,Mens E-Mail,0
5912,5,"6) $750 - $1,000",869.51,1,1,Surburban,1,Multichannel,No E-Mail,0
5913,10,5) $500 - $750,511.7,1,0,Rural,1,Phone,Mens E-Mail,0
5914,2,1) $0 - $100,29.99,0,1,Surburban,1,Web,No E-Mail,0
5915,1,3) $200 - $350,301.74,0,1,Surburban,1,Web,Womens E-Mail,0
5916,2,"6) $750 - $1,000",822.76,1,1,Urban,1,Multichannel,Mens E-Mail,0
5917,10,1) $0 - $100,29.99,0,1,Urban,1,Phone,Mens E-Mail,0
5918,11,4) $350 - $500,423.31,1,0,Surburban,1,Web,Mens E-Mail,0
5919,2,5) $500 - $750,654.17,0,1,Rural,1,Phone,No E-Mail,0
5920,1,5) $500 - $750,667.46,1,1,Rural,1,Phone,No E-Mail,0
5921,5,1) $0 - $100,69.99,0,1,Surburban,1,Phone,Womens E-Mail,0
5922,4,1) $0 - $100,29.99,0,1,Surburban,0,Web,Mens E-Mail,0
5923,5,1) $0 - $100,79.99,0,1,Surburban,1,Phone,Mens E-Mail,0
5924,5,2) $100 - $200,126.4,1,0,Urban,1,Web,Mens E-Mail,0
5925,4,3) $200 - $350,299.31,0,1,Surburban,0,Multichannel,No E-Mail,0
5926,1,3) $200 - $350,301.26,0,1,Urban,1,Multichannel,No E-Mail,0
5927,3,4) $350 - $500,363.14,0,1,Surburban,0,Phone,Womens E-Mail,0
5928,2,5) $500 - $750,509.27,0,1,Urban,1,Multichannel,Womens E-Mail,0
5929,9,1) $0 - $100,73.17,1,0,Urban,0,Web,Womens E-Mail,0
5930,2,1) $0 - $100,67.51,0,1,Surburban,1,Phone,No E-Mail,0
5931,9,1) $0 - $100,48.58,1,0,Surburban,0,Web,No E-Mail,0
5932,4,3) $200 - $350,227.78,1,1,Rural,1,Phone,No E-Mail,0
5933,5,4) $350 - $500,444.82,1,0,Urban,1,Phone,Mens E-Mail,0
5934,10,1) $0 - $100,57.05,0,1,Surburban,1,Phone,No E-Mail,0
5935,10,5) $500 - $750,689.84,0,1,Surburban,1,Phone,No E-Mail,0
5936,2,4) $350 - $500,471.64,0,1,Surburban,1,Multichannel,No E-Mail,0
5937,6,1) $0 - $100,42.92,0,1,Surburban,1,Web,No E-Mail,0
5938,3,1) $0 - $100,47.08,0,1,Surburban,1,Web,No E-Mail,0
5939,12,1) $0 - $100,63.94,1,0,Urban,0,Web,Mens E-Mail,0
5940,5,3) $200 - $350,294.12,1,1,Surburban,0,Phone,Womens E-Mail,0
5941,5,3) $200 - $350,215.75,1,0,Surburban,1,Web,Womens E-Mail,0
5942,3,1) $0 - $100,29.99,1,0,Urban,1,Phone,No E-Mail,0
5943,1,2) $100 - $200,189.21,1,0,Rural,0,Web,Mens E-Mail,0
5944,6,2) $100 - $200,126.46,0,1,Surburban,1,Web,Mens E-Mail,0
5945,7,4) $350 - $500,445.67,0,1,Surburban,1,Multichannel,Mens E-Mail,0
5946,3,1) $0 - $100,96.73,1,0,Rural,0,Phone,Womens E-Mail,0
5947,3,2) $100 - $200,114.09,1,0,Urban,1,Web,Mens E-Mail,0
5948,8,3) $200 - $350,278.66,1,1,Surburban,1,Phone,Mens E-Mail,0
5949,9,3) $200 - $350,330.83,0,1,Surburban,0,Phone,No E-Mail,0
5950,4,3) $200 - $350,344.13,1,0,Urban,1,Phone,Womens E-Mail,0
5951,11,3) $200 - $350,341.68,1,1,Surburban,0,Phone,Womens E-Mail,0
5952,8,1) $0 - $100,57.63,1,0,Surburban,1,Phone,No E-Mail,0
5953,10,1) $0 - $100,29.99,1,0,Urban,0,Phone,Mens E-Mail,0
5954,11,1) $0 - $100,97.14,0,1,Urban,0,Phone,Mens E-Mail,0
5955,1,1) $0 - $100,50.25,0,1,Surburban,0,Phone,Mens E-Mail,0
5956,8,1) $0 - $100,47,0,1,Surburban,0,Web,Mens E-Mail,0
5957,9,1) $0 - $100,29.99,1,0,Urban,1,Web,No E-Mail,0
5958,8,1) $0 - $100,35.92,0,1,Surburban,1,Web,No E-Mail,0
5959,9,1) $0 - $100,35.94,1,0,Surburban,1,Phone,Womens E-Mail,0
5960,1,1) $0 - $100,29.99,0,1,Urban,0,Web,Mens E-Mail,0
5961,1,5) $500 - $750,511.15,1,0,Urban,1,Web,Womens E-Mail,0
5962,6,4) $350 - $500,401.38,1,0,Urban,0,Multichannel,No E-Mail,0
5963,5,1) $0 - $100,31.68,1,0,Surburban,0,Web,Womens E-Mail,0
5964,9,1) $0 - $100,48.33,0,1,Urban,1,Phone,Womens E-Mail,0
5965,12,3) $200 - $350,319.02,0,1,Rural,0,Phone,Womens E-Mail,0
5966,6,2) $100 - $200,121.29,1,0,Surburban,1,Phone,Mens E-Mail,0
5967,11,1) $0 - $100,29.99,1,0,Rural,0,Web,Mens E-Mail,0
5968,3,3) $200 - $350,305.6,1,0,Surburban,1,Phone,Womens E-Mail,0
5969,3,2) $100 - $200,174.71,0,1,Surburban,0,Web,Womens E-Mail,0
5970,8,1) $0 - $100,29.99,0,1,Rural,1,Phone,Mens E-Mail,0
5971,2,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,0
5972,8,1) $0 - $100,74.96,0,1,Urban,0,Phone,No E-Mail,0
5973,7,4) $350 - $500,404.25,1,1,Urban,0,Multichannel,No E-Mail,0
5974,3,2) $100 - $200,108.27,1,0,Rural,0,Phone,Womens E-Mail,0
5975,9,2) $100 - $200,119.69,1,0,Urban,1,Phone,Mens E-Mail,0
5976,11,1) $0 - $100,95.5,0,1,Rural,0,Web,No E-Mail,0
5977,4,1) $0 - $100,67.88,1,0,Surburban,0,Phone,Mens E-Mail,0
5978,2,"7) $1,000 +",1611.6,1,0,Rural,1,Multichannel,No E-Mail,0
5979,9,1) $0 - $100,29.99,0,1,Surburban,1,Web,Mens E-Mail,0
5980,11,2) $100 - $200,183.55,0,1,Urban,0,Phone,Womens E-Mail,0
5981,3,2) $100 - $200,114.65,0,1,Urban,1,Web,Mens E-Mail,0
5982,10,3) $200 - $350,256.28,0,1,Surburban,1,Web,Womens E-Mail,0
5983,9,1) $0 - $100,80.35,0,1,Urban,0,Web,Womens E-Mail,0
5984,5,1) $0 - $100,29.99,1,0,Rural,0,Web,Womens E-Mail,0
5985,8,3) $200 - $350,211.82,0,1,Surburban,1,Web,No E-Mail,0
5986,3,2) $100 - $200,152.64,1,0,Urban,1,Phone,No E-Mail,0
5987,11,1) $0 - $100,56.24,1,0,Urban,1,Web,Mens E-Mail,0
5988,5,2) $100 - $200,151.14,1,0,Surburban,1,Phone,Womens E-Mail,0
5989,5,4) $350 - $500,391.42,0,1,Surburban,0,Phone,Womens E-Mail,0
5990,10,1) $0 - $100,61.43,0,1,Urban,1,Web,Womens E-Mail,0
5991,11,2) $100 - $200,160.12,0,1,Surburban,1,Phone,Womens E-Mail,0
5992,1,4) $350 - $500,372.58,1,0,Surburban,1,Web,Womens E-Mail,0
5993,9,3) $200 - $350,244.21,0,1,Surburban,1,Web,Womens E-Mail,0
5994,1,"6) $750 - $1,000",949.3,0,1,Urban,1,Multichannel,Mens E-Mail,0
5995,6,4) $350 - $500,393.51,1,1,Surburban,0,Web,Mens E-Mail,0
5996,2,"7) $1,000 +",1085.11,1,0,Surburban,1,Web,Womens E-Mail,0
5997,4,2) $100 - $200,174.25,1,0,Urban,1,Phone,Womens E-Mail,0
5998,2,1) $0 - $100,39.06,0,1,Surburban,0,Phone,Womens E-Mail,0
5999,2,2) $100 - $200,116.06,1,0,Urban,0,Web,No E-Mail,0
6000,9,3) $200 - $350,244.34,0,1,Rural,0,Web,Womens E-Mail,0
6001,2,1) $0 - $100,29.99,1,0,Surburban,0,Web,Womens E-Mail,0
6002,1,1) $0 - $100,29.99,1,0,Rural,1,Web,No E-Mail,0
6003,10,1) $0 - $100,56.76,0,1,Surburban,0,Phone,No E-Mail,0
6004,2,3) $200 - $350,312.72,0,1,Rural,0,Phone,Womens E-Mail,0
6005,1,3) $200 - $350,214.37,1,0,Urban,1,Web,Womens E-Mail,0
6006,10,1) $0 - $100,53.04,0,1,Urban,0,Phone,No E-Mail,0
6007,1,3) $200 - $350,272.33,1,0,Urban,0,Web,Mens E-Mail,0
6008,5,1) $0 - $100,95.19,0,1,Rural,1,Web,Womens E-Mail,0
6009,11,2) $100 - $200,147.87,0,1,Rural,0,Phone,No E-Mail,0
6010,2,2) $100 - $200,122.72,0,1,Rural,0,Web,Mens E-Mail,0
6011,2,2) $100 - $200,183.62,0,1,Surburban,0,Phone,Mens E-Mail,0
6012,5,4) $350 - $500,431.72,1,0,Urban,0,Web,Womens E-Mail,0
6013,4,1) $0 - $100,60.01,0,1,Surburban,1,Web,Womens E-Mail,0
6014,2,1) $0 - $100,29.99,1,0,Urban,0,Phone,Womens E-Mail,0
6015,7,3) $200 - $350,238.59,1,1,Urban,1,Phone,No E-Mail,0
6016,7,1) $0 - $100,29.99,1,0,Urban,0,Web,Womens E-Mail,0
6017,10,1) $0 - $100,43.67,1,0,Surburban,1,Phone,Mens E-Mail,0
6018,4,5) $500 - $750,648.39,1,0,Rural,1,Multichannel,Mens E-Mail,0
6019,3,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,0
6020,2,1) $0 - $100,29.99,0,1,Urban,0,Web,Womens E-Mail,0
6021,5,3) $200 - $350,221.75,0,1,Urban,1,Web,Mens E-Mail,0
6022,12,3) $200 - $350,341.11,1,0,Surburban,0,Web,Mens E-Mail,0
6023,10,1) $0 - $100,56.73,0,1,Surburban,0,Phone,No E-Mail,0
6024,7,1) $0 - $100,29.99,0,1,Urban,0,Phone,Womens E-Mail,0
6025,2,3) $200 - $350,338.7,1,0,Urban,1,Phone,No E-Mail,0
6026,6,"6) $750 - $1,000",901.09,1,1,Urban,1,Multichannel,Womens E-Mail,0
6027,8,1) $0 - $100,29.99,1,0,Surburban,1,Phone,Womens E-Mail,0
6028,8,1) $0 - $100,50.16,0,1,Surburban,1,Web,Womens E-Mail,0
6029,11,1) $0 - $100,80.7,1,0,Rural,1,Phone,Womens E-Mail,0
6030,12,1) $0 - $100,29.99,1,0,Surburban,0,Phone,Womens E-Mail,0
6031,7,2) $100 - $200,158.14,0,1,Urban,1,Web,Womens E-Mail,0
6032,11,1) $0 - $100,29.99,0,1,Surburban,1,Phone,Womens E-Mail,0
6033,2,1) $0 - $100,29.99,1,0,Surburban,1,Web,Womens E-Mail,0
6034,8,3) $200 - $350,219.63,1,0,Surburban,0,Web,Mens E-Mail,0
6035,9,5) $500 - $750,558.31,1,0,Rural,1,Multichannel,No E-Mail,0
6036,9,2) $100 - $200,165.82,0,1,Surburban,0,Phone,Mens E-Mail,0
6037,4,2) $100 - $200,173.25,1,0,Urban,1,Web,Mens E-Mail,0
6038,2,2) $100 - $200,100.76,0,1,Urban,0,Web,Womens E-Mail,0
6039,3,3) $200 - $350,247.45,1,1,Surburban,0,Phone,No E-Mail,0
6040,8,1) $0 - $100,72.24,0,1,Urban,1,Phone,Mens E-Mail,0
6041,5,1) $0 - $100,29.99,1,0,Rural,1,Web,No E-Mail,0
6042,2,1) $0 - $100,46.55,0,1,Surburban,0,Phone,Womens E-Mail,0
6043,1,4) $350 - $500,401.84,1,1,Surburban,1,Multichannel,No E-Mail,0
6044,4,2) $100 - $200,130.04,0,1,Rural,1,Phone,No E-Mail,0
6045,9,1) $0 - $100,29.99,1,0,Rural,1,Web,Mens E-Mail,0
6046,5,2) $100 - $200,102.79,0,1,Urban,0,Web,No E-Mail,0
6047,12,1) $0 - $100,67.73,0,1,Rural,0,Phone,Mens E-Mail,0
6048,11,1) $0 - $100,66.38,0,1,Rural,0,Web,Womens E-Mail,0
6049,8,2) $100 - $200,143.57,0,1,Urban,1,Phone,Womens E-Mail,0
6050,4,2) $100 - $200,187.48,0,1,Urban,0,Phone,Mens E-Mail,0
6051,6,1) $0 - $100,97.76,1,0,Rural,0,Web,Mens E-Mail,0
6052,3,2) $100 - $200,130.36,0,1,Urban,0,Web,Mens E-Mail,0
6053,2,3) $200 - $350,217.45,0,1,Urban,1,Web,Womens E-Mail,0
6054,1,"6) $750 - $1,000",765.5,1,0,Urban,1,Phone,Womens E-Mail,0
6055,8,3) $200 - $350,278.48,0,1,Rural,0,Web,Mens E-Mail,0
6056,7,3) $200 - $350,214,0,1,Surburban,0,Web,Womens E-Mail,0
6057,4,4) $350 - $500,478.85,0,1,Surburban,1,Web,Mens E-Mail,0
6058,3,2) $100 - $200,170.58,0,1,Surburban,0,Phone,Womens E-Mail,0
6059,6,1) $0 - $100,42.71,0,1,Rural,0,Web,Womens E-Mail,0
6060,2,2) $100 - $200,124.35,0,1,Surburban,1,Phone,No E-Mail,0
